uniprotkb	uniprotkb	proteinName	proteinName	PubmedID	Evidence
P01241	P00533	GH1	EGFR	NA	STRING score: 800
P01241	P09466	GH1	PAEP	NA	STRING score: 954
P01241	Q16821	GH1	PPP1R3A	NA	STRING score: 742
P01241	P61278	GH1	SST	NA	STRING score: 914
P01241	P35346	GH1	SSTR5	NA	STRING score: 777
P01241	Q9UBX0	GH1	HESX1	NA	STRING score: 786
P01241	P04183	GH1	TK1	NA	STRING score: 808
P01241	P05019	GH1	IGF1	NA	STRING score: 943
P01241	O75360	GH1	PROP1	NA	STRING score: 960
P01241	Q02643	GH1	GHRHR	NA	STRING score: 968
P01241	Q9UBU3	GH1	GHRL	NA	STRING score: 794
P01241	Q92956	GH1	TNFRSF14	NA	STRING score: 770
P01241	P30874	GH1	SSTR2	NA	STRING score: 808
P01241	Q15399	GH1	TLR1	NA	STRING score: 815
P01241	Q5T7V8	GH1	GORAB	NA	STRING score: 782
P01241	P16471	GH1	PRLR	NA	STRING score: 990
P01241	P35499	GH1	SCN4A	NA	STRING score: 892
P01241	Q9UQF0	GH1	ERVW-1	NA	STRING score: 752
Q15545	P04637	TAF7	TP53	NA	STRING score: 909
P30876	P04637	POLR2B	TP53	NA	STRING score: 911
P41235	P04637	HNF4A	TP53	NA	STRING score: 918
O14514	P04637	BAI1	TP53	NA	STRING score: 960
P78527	P04637	PRKDC	TP53	NA	STRING score: 999
P78527	Q12888	PRKDC	TP53BP1	NA	STRING score: 820
Q9H4L4	P04637	SENP3	TP53	NA	STRING score: 817
Q14526	P04637	HIC1	TP53	NA	STRING score: 995
P07288	P04637	KLK3	TP53	NA	STRING score: 832
Q9Y6X8	P04637	ZHX2	TP53	NA	STRING score: 734
Q9NS64	P04637	RPRM	TP53	NA	STRING score: 933
P24928	P04637	SLC35G6	TP53	NA	STRING score: 923
Q96EP0	P04637	RNF31	TP53	NA	STRING score: 854
Q96EP0	Q12888	RNF31	TP53BP1	NA	STRING score: 728
P04818	P04637	TYMS	TP53	NA	STRING score: 819
Q16589	P04637	CCNG2	TP53	NA	STRING score: 951
P61088	Q12888	UBE2N	TP53BP1	NA	STRING score: 896
O00748	P04637	CES2	TP53	NA	STRING score: 800
Q7Z6E9	P04637	RBBP6	TP53	NA	STRING score: 916
P19338	P04637	NCL	TP53	NA	STRING score: 827
P21953	P04637	BCKDHB	TP53	NA	STRING score: 962
P56817	Q8IXH6	BACE1	TP53INP2	NA	STRING score: 819
Q68E01	P04637	INTS3	TP53	NA	STRING score: 899
P55957	P04637	BID	TP53	NA	STRING score: 942
O14744	P04637	PRMT5	TP53	NA	STRING score: 984
P15559	P00390	NQO1	GSR	NA	STRING score: 838
P15559	P04637	NQO1	TP53	NA	STRING score: 981
Q92597	P04637	NDRG1	TP53	NA	STRING score: 982
Q02643	P01241	GHRHR	GH1	NA	STRING score: 968
Q96NJ6	P04637	ZFP3	TP53	NA	STRING score: 740
Q9NXR8	P04637	ING3	TP53	NA	STRING score: 796
Q96IV6	P04637	C5orf4	TP53	NA	STRING score: 927
Q8IYW5	Q12888	RNF168	TP53BP1	NA	STRING score: 984
Q96PM5	P04637	RCHY1	TP53	NA	STRING score: 999
P45984	P04637	MAPK9	TP53	NA	STRING score: 998
P30307	P04637	CDC25C	TP53	NA	STRING score: 990
P30307	Q12888	CDC25C	TP53BP1	NA	STRING score: 704
Q8WYH8	P04637	ING5	TP53	NA	STRING score: 985
P03956	P04637	MMP1	TP53	NA	STRING score: 864
Q14192	P04637	FHL2	TP53	NA	STRING score: 859
Q8TAE8	P04637	GADD45GIP1	TP53	NA	STRING score: 776
Q14683	P04637	SMC1A	TP53	NA	STRING score: 708
Q14683	Q12888	SMC1A	TP53BP1	NA	STRING score: 780
P62875	P04637	POLR2L	TP53	NA	STRING score: 908
P11021	P04637	HSPA5	TP53	NA	STRING score: 814
Q9BUR4	P04637	WRAP53	TP53	NA	STRING score: 792
P48730	P04637	CSNK1D	TP53	NA	STRING score: 967
Q15831	P04637	STK11	TP53	NA	STRING score: 972
P63279	P04637	UBE2I	TP53	NA	STRING score: 999
P06401	P04637	PGR	TP53	NA	STRING score: 838
Q86X55	P04637	CARM1	TP53	NA	STRING score: 971
P49959	P04637	MRE11A	TP53	NA	STRING score: 828
P49959	Q12888	MRE11A	TP53BP1	NA	STRING score: 956
Q13794	P04637	PMAIP1	TP53	NA	STRING score: 997
P49768	P04637	PSEN1	TP53	NA	STRING score: 832
Q9BTK6	P04637	C16orf53	TP53	NA	STRING score: 873
Q9UI38	P04637	PRSS50	TP53	NA	STRING score: 816
Q15573	P04637	TAF1A	TP53	NA	STRING score: 710
P35813	P04637	PPM1A	TP53	NA	STRING score: 853
P78560	P04637	CRADD	TP53	NA	STRING score: 729
Q6P9B9	P04637	INTS5	TP53	NA	STRING score: 899
Q96IZ0	P04637	PAWR	TP53	NA	STRING score: 705
Q9UBC3	P04637	DNMT3B	TP53	NA	STRING score: 774
Q92994	P04637	BRF1	TP53	NA	STRING score: 791
P08729	P04637	KRT7	TP53	NA	STRING score: 784
P08047	P04637	SP1	TP53	NA	STRING score: 999
P08047	Q14406	SP1	GH1	NA	STRING score: 708
P10415	P04637	BCL2	TP53	NA	STRING score: 999
P10415	Q13625	BCL2	TP53BP2	NA	STRING score: 990
P55211	P04637	CASP9	TP53	NA	STRING score: 809
P55854	Q12888	SUMO3	TP53BP1	NA	STRING score: 762
O76003	Q96S44	GLRX3	TP53RK	NA	STRING score: 956
Q71UM5	P04637	RPS27L	TP53	NA	STRING score: 929
P19544	P04637	WT1	TP53	NA	STRING score: 993
Q7Z6G8	P04637	ANKS1B	TP53	NA	STRING score: 830
Q05655	P04637	PRKCD	TP53	NA	STRING score: 981
P48735	P00390	IDH2	GSR	NA	STRING score: 784
Q16777	Q12888	HIST2H2AC	TP53BP1	NA	STRING score: 791
Q13635	P04637	PTCH1	TP53	NA	STRING score: 795
P52292	P04637	KPNA2	TP53	NA	STRING score: 824
Q99608	P04637	NDN	TP53	NA	STRING score: 861
Q9NQR1	P04637	SETD8	TP53	NA	STRING score: 944
Q9NQR1	Q12888	SETD8	TP53BP1	NA	STRING score: 829
Q15139	P04637	PRKD1	TP53	NA	STRING score: 800
Q13330	P04637	MTA1	TP53	NA	STRING score: 951
Q15759	P04637	MAPK11	TP53	NA	STRING score: 968
Q99828	P04637	CIB1	TP53	NA	STRING score: 728
Q401N2	P04637	ZACN	TP53	NA	STRING score: 876
Q9UBU3	P01241	GHRL	GH1	NA	STRING score: 794
P07900	P04637	HSP90AA1	TP53	NA	STRING score: 996
Q14568	P04637	HSP90AA1	TP53	NA	STRING score: 996
P08263	P00390	GSTA1	GSR	NA	STRING score: 924
Q6IS14	P04637	EIF5A	TP53	NA	STRING score: 830
P63241	P04637	EIF5A	TP53	NA	STRING score: 830
P55273	P04637	CDKN2D	TP53	NA	STRING score: 700
O00255	P04637	MEN1	TP53	NA	STRING score: 746
P04179	P00390	SOD2	GSR	NA	STRING score: 809
P04179	P04637	SOD2	TP53	NA	STRING score: 866
P16083	P04637	NQO2	TP53	NA	STRING score: 793
Q9HB75	P04637	PIDD	TP53	NA	STRING score: 981
Q16665	P04637	HIF1A	TP53	NA	STRING score: 999
Q16665	Q8IXH6	HIF1A	TP53INP2	NA	STRING score: 818
Q13241	P04637	KLRD1	TP53	NA	STRING score: 800
P01344	P04637	IGF2	TP53	NA	STRING score: 892
Q8TAQ5	P04637	ZNF420	TP53	NA	STRING score: 961
Q96PM9	P04637	ZNF385A	TP53	NA	STRING score: 702
Q9UJ14	P00390	GGT7	GSR	NA	STRING score: 949
O14920	P04637	IKBKB	TP53	NA	STRING score: 713
Q03135	P04637	CAV1	TP53	NA	STRING score: 916
Q03405	P04637	PLAUR	TP53	NA	STRING score: 815
O43524	P04637	FOXO3	TP53	NA	STRING score: 772
P16403	P04637	HIST1H1C	TP53	NA	STRING score: 849
Q9NRR4	P04637	DROSHA	TP53	NA	STRING score: 989
Q9HBM6	P04637	TAF9B	TP53	NA	STRING score: 978
P30613	P00390	PKLR	GSR	NA	STRING score: 710
P10809	P04637	HSPD1	TP53	NA	STRING score: 803
Q99732	P04637	LITAF	TP53	NA	STRING score: 842
P13987	P04637	CD59	TP53	NA	STRING score: 834
Q5VWG9	P04637	TAF3	TP53	NA	STRING score: 899
Q99497	P04637	PARK7	TP53	NA	STRING score: 858
P35638	P04637	DDIT3	TP53	NA	STRING score: 817
P31947	P04637	SFN	TP53	NA	STRING score: 959
Q05397	P04637	PTK2	TP53	NA	STRING score: 987
Q13485	P04637	SMAD4	TP53	NA	STRING score: 824
P00167	P00390	CYB5A	GSR	NA	STRING score: 750
Q13625	Q53FA7	TP53BP2	TP53I3	NA	STRING score: 899
Q13625	P20309	TP53BP2	CHRM3	NA	STRING score: 899
Q13625	Q9H3D4	TP53BP2	TP63	NA	STRING score: 834
Q13625	P04637	TP53BP2	TP53	NA	STRING score: 999
Q13625	Q70IA8	TP53BP2	MOBKL2C	NA	STRING score: 899
Q13625	P09093	TP53BP2	CELA3A	NA	STRING score: 899
Q13625	Q16635	TP53BP2	TAZ	NA	STRING score: 905
Q13625	P10415	TP53BP2	BCL2	NA	STRING score: 990
Q13625	Q8WV35	TP53BP2	LRRC29	NA	STRING score: 899
Q13625	Q01094	TP53BP2	E2F1	NA	STRING score: 924
Q13625	Q86XP3	TP53BP2	DDX42	NA	STRING score: 979
Q13625	Q8IZT6	TP53BP2	ASPM	NA	STRING score: 861
Q13625	Q15047	TP53BP2	SETDB1	NA	STRING score: 710
Q13625	Q5VVC0	TP53BP2	C1orf146	NA	STRING score: 899
Q13625	Q9BX74	TP53BP2	TM2D1	NA	STRING score: 783
Q13625	O15350	TP53BP2	TP73	NA	STRING score: 834
Q13625	Q12888	TP53BP2	TP53BP1	NA	STRING score: 886
Q13625	Q04206	TP53BP2	RELA	NA	STRING score: 977
Q13625	O43189	TP53BP2	PHF1	NA	STRING score: 899
Q13625	Q13838	TP53BP2	DDX39B	NA	STRING score: 899
Q13625	Q00987	TP53BP2	MDM2	NA	STRING score: 762
Q13426	Q12888	XRCC4	TP53BP1	NA	STRING score: 774
Q99558	P04637	MAP3K14	TP53	NA	STRING score: 832
P49789	P04637	FHIT	TP53	NA	STRING score: 821
Q92630	P04637	DYRK2	TP53	NA	STRING score: 992
Q8NEM0	Q12888	MCPH1	TP53BP1	NA	STRING score: 874
P09429	P04637	HMGB1	TP53	NA	STRING score: 938
Q75QN2	P04637	INTS8	TP53	NA	STRING score: 899
Q9UJX0	P04637	OSGIN1	TP53	NA	STRING score: 823
O43542	P04637	XRCC3	TP53	NA	STRING score: 719
Q93009	P04637	USP7	TP53	NA	STRING score: 999
Q13535	P04637	ATR	TP53	NA	STRING score: 997
Q92731	P04637	ESR2	TP53	NA	STRING score: 819
Q96A56	P38936	TP53INP1	CDKN1A	NA	STRING score: 733
Q96A56	P04637	TP53INP1	TP53	NA	STRING score: 999
Q96A56	P34932	TP53INP1	HSPA4	NA	STRING score: 748
Q96A56	P01106	TP53INP1	MYC	NA	STRING score: 817
P68036	P04637	UBE2L3	TP53	NA	STRING score: 713
P18847	P04637	ATF3	TP53	NA	STRING score: 999
Q8WV35	Q13625	LRRC29	TP53BP2	NA	STRING score: 899
P35222	P04637	CTNNB1	TP53	NA	STRING score: 864
P43354	P04637	NR4A2	TP53	NA	STRING score: 800
P49848	P04637	TAF6	TP53	NA	STRING score: 986
P51959	P04637	CCNG1	TP53	NA	STRING score: 998
P35240	P04637	NF2	TP53	NA	STRING score: 847
P0CG48	P04637	UBC	TP53	NA	STRING score: 999
O95997	P04637	PTTG1	TP53	NA	STRING score: 982
Q9NZH5	P04637	PTTG1	TP53	NA	STRING score: 982
Q9H4Y5	P00390	GSTO2	GSR	NA	STRING score: 912
P46734	P04637	MAP2K3	TP53	NA	STRING score: 820
Q8TD30	P00390	GPT2	GSR	NA	STRING score: 732
P07711	P04637	CTSL1	TP53	NA	STRING score: 832
Q01094	P04637	E2F1	TP53	NA	STRING score: 996
Q01094	Q13625	E2F1	TP53BP2	NA	STRING score: 924
Q01094	Q12888	E2F1	TP53BP1	NA	STRING score: 832
P23511	P04637	NFYA	TP53	NA	STRING score: 977
A6NMY6	P04637	ANXA2	TP53	NA	STRING score: 802
P07355	P04637	ANXA2	TP53	NA	STRING score: 802
P36969	P00390	GPX4	GSR	NA	STRING score: 978
Q03518	P04637	TAP1	TP53	NA	STRING score: 835
P26447	P04637	S100A4	TP53	NA	STRING score: 998
Q8TAP4	P04637	LMO3	TP53	NA	STRING score: 850
P43699	P04637	NKX2-1	TP53	NA	STRING score: 772
Q96HW7	P04637	INTS4	TP53	NA	STRING score: 899
P49757	P04637	NUMB	TP53	NA	STRING score: 748
O43292	Q8IXH6	GPAA1	TP53INP2	NA	STRING score: 720
P54132	P04637	BLM	TP53	NA	STRING score: 999
P54132	Q12888	BLM	TP53BP1	NA	STRING score: 781
P98170	P04637	XIAP	TP53	NA	STRING score: 820
Q92956	P01241	TNFRSF14	GH1	NA	STRING score: 770
P28715	P04637	ERCC5	TP53	NA	STRING score: 979
P25445	P04637	FAS	TP53	NA	STRING score: 972
Q03468	P04637	ERCC6	TP53	NA	STRING score: 881
Q9NR12	P04637	PDLIM7	TP53	NA	STRING score: 768
P17735	P04637	TAT	TP53	NA	STRING score: 802
O60341	P04637	KDM1A	TP53	NA	STRING score: 884
Q8IUQ4	P04637	SIAH1	TP53	NA	STRING score: 949
P49917	P04637	LIG4	TP53	NA	STRING score: 738
P49917	Q12888	LIG4	TP53BP1	NA	STRING score: 741
Q9NS23	P04637	RASSF1	TP53	NA	STRING score: 960
O43272	P04637	PRODH	TP53	NA	STRING score: 832
P30874	P01241	SSTR2	GH1	NA	STRING score: 808
P38398	P04637	BRCA1	TP53	NA	STRING score: 999
P38398	Q12888	BRCA1	TP53BP1	NA	STRING score: 996
Q92905	P04637	COPS5	TP53	NA	STRING score: 999
P53355	P04637	DAPK1	TP53	NA	STRING score: 907
P08235	P04637	NR3C2	TP53	NA	STRING score: 808
Q02548	P04637	PAX5	TP53	NA	STRING score: 885
P54760	P04637	EPHB4	TP53	NA	STRING score: 815
Q6IA86	P04637	ELP2	TP53	NA	STRING score: 899
P21359	P04637	NF1	TP53	NA	STRING score: 987
P29317	P04637	EPHA2	TP53	NA	STRING score: 981
Q14790	P04637	CASP8	TP53	NA	STRING score: 982
P04629	P04637	NTRK1	TP53	NA	STRING score: 815
P61244	P04637	MAX	TP53	NA	STRING score: 925
A6H8Y1	P04637	BDP1	TP53	NA	STRING score: 795
P30622	P04637	CLIP1	TP53	NA	STRING score: 815
P26715	P04637	KLRC1	TP53	NA	STRING score: 800
P53779	P04637	MAPK10	TP53	NA	STRING score: 957
P12956	P04637	XRCC6	TP53	NA	STRING score: 990
P12956	Q12888	XRCC6	TP53BP1	NA	STRING score: 812
Q03164	P04637	MLL	TP53	NA	STRING score: 706
Q86XP3	Q13625	DDX42	TP53BP2	NA	STRING score: 979
P26358	P04637	DNMT1	TP53	NA	STRING score: 959
P39060	P04637	COL18A1	TP53	NA	STRING score: 978
P08237	P00390	PFKM	GSR	NA	STRING score: 706
P49674	P04637	CSNK1E	TP53	NA	STRING score: 902
P62805	Q12888	HIST4H4	TP53BP1	NA	STRING score: 874
Q8IWU5	P04637	SULF2	TP53	NA	STRING score: 821
O14727	P04637	APAF1	TP53	NA	STRING score: 998
P15036	P04637	ETS2	TP53	NA	STRING score: 856
P45983	P04637	MAPK8	TP53	NA	STRING score: 999
Q14574	P04637	DSC3	TP53	NA	STRING score: 815
Q96ST3	P04637	SIN3A	TP53	NA	STRING score: 857
Q9NS56	P04637	TOPORS	TP53	NA	STRING score: 991
Q9UQR1	P04637	ZNF148	TP53	NA	STRING score: 813
P31641	P04637	SLC6A6	TP53	NA	STRING score: 815
Q9NPP4	P04637	NLRC4	TP53	NA	STRING score: 979
Q8WUF5	P04637	PPP1R13L	TP53	NA	STRING score: 999
P42224	P04637	STAT1	TP53	NA	STRING score: 884
P11387	P04637	TOP1	TP53	NA	STRING score: 997
P42345	P04637	MTOR	TP53	NA	STRING score: 983
Q15544	P04637	TAF11	TP53	NA	STRING score: 899
Q96SL4	P00390	GPX7	GSR	NA	STRING score: 905
Q6GPH4	P04637	XAF1	TP53	NA	STRING score: 907
Q9HCI5	P04637	MAGEE1	TP53	NA	STRING score: 758
Q15399	P01241	TLR1	GH1	NA	STRING score: 815
Q6PD62	P04637	CTR9	TP53	NA	STRING score: 899
Q15543	P04637	TAF13	TP53	NA	STRING score: 899
P08727	P04637	KRT19	TP53	NA	STRING score: 951
Q8N726	P04637	CDKN2A	TP53	NA	STRING score: 999
Q6PJP8	Q12888	DCLRE1A	TP53BP1	NA	STRING score: 872
P01019	P04637	AGT	TP53	NA	STRING score: 800
P09874	P04637	PARP1	TP53	NA	STRING score: 999
O60260	P04637	PARK2	TP53	NA	STRING score: 822
Q9NRG4	P04637	SMYD2	TP53	NA	STRING score: 996
Q9NRG4	Q12888	SMYD2	TP53BP1	NA	STRING score: 873
Q9NVH2	P04637	INTS7	TP53	NA	STRING score: 899
O15151	P04637	MDM4	TP53	NA	STRING score: 999
Q8IZT6	P04637	ASPM	TP53	NA	STRING score: 953
Q8IZT6	Q13625	ASPM	TP53BP2	NA	STRING score: 861
Q6P1J9	P04637	CDC73	TP53	NA	STRING score: 907
P35354	P04637	PTGS2	TP53	NA	STRING score: 982
Q5VY09	Q53FA7	IER5	TP53I3	NA	STRING score: 702
Q8NHY2	P04637	RFWD2	TP53	NA	STRING score: 983
P48023	P04637	FASLG	TP53	NA	STRING score: 867
Q5T7V8	P01241	GORAB	GH1	NA	STRING score: 782
O14880	P00390	MGST3	GSR	NA	STRING score: 912
Q12983	P04637	BNIP3	TP53	NA	STRING score: 947
P29034	P04637	S100A2	TP53	NA	STRING score: 999
P06703	P04637	S100A6	TP53	NA	STRING score: 958
Q15047	Q13625	SETDB1	TP53BP2	NA	STRING score: 710
Q07820	P04637	MCL1	TP53	NA	STRING score: 995
O75626	P04637	PRDM1	TP53	NA	STRING score: 980
P24863	P04637	CCNC	TP53	NA	STRING score: 735
P19256	P04637	CD58	TP53	NA	STRING score: 802
P01111	P04637	NRAS	TP53	NA	STRING score: 852
O75934	P04637	BCAS2	TP53	NA	STRING score: 819
Q16690	P04637	DUSP5	TP53	NA	STRING score: 983
P78417	P00390	GSTO1	GSR	NA	STRING score: 919
Q03013	P00390	GSTM4	GSR	NA	STRING score: 912
Q15542	P04637	TAF5	TP53	NA	STRING score: 910
Q7Z2D5	P04637	Q7Z2D5	TP53	NA	STRING score: 949
P52954	P04637	LBX1	TP53	NA	STRING score: 800
P48507	P00390	GCLM	GSR	NA	STRING score: 713
P46777	P04637	RPL5	TP53	NA	STRING score: 969
Q5VVC0	Q13625	C1orf146	TP53BP2	NA	STRING score: 899
O15111	P04637	CHUK	TP53	NA	STRING score: 837
P29965	P04637	CD40LG	TP53	NA	STRING score: 932
Q93096	P04637	PTP4A1	TP53	NA	STRING score: 846
Q96T76	P04637	MMS19	TP53	NA	STRING score: 899
O15217	P00390	GSTA4	GSR	NA	STRING score: 937
P24522	P04637	GADD45A	TP53	NA	STRING score: 998
P24522	O14683	GADD45A	TP53I11	NA	STRING score: 712
O60880	P04637	SH2D1A	TP53	NA	STRING score: 916
P04053	P04637	DNTT	TP53	NA	STRING score: 815
Q9BX74	P04637	TM2D1	TP53	NA	STRING score: 856
Q9BX74	Q13625	TM2D1	TP53BP2	NA	STRING score: 783
P05412	P04637	JUN	TP53	NA	STRING score: 965
P54646	P04637	PRKAA2	TP53	NA	STRING score: 700
Q15392	P04637	DHCR24	TP53	NA	STRING score: 933
O95881	P00390	TXNDC12	GSR	NA	STRING score: 913
O43286	P04637	B4GALT5	TP53	NA	STRING score: 800
P60484	P04637	PTEN	TP53	NA	STRING score: 999
Q92698	P04637	RAD54L	TP53	NA	STRING score: 829
P15692	P04637	VEGFA	TP53	NA	STRING score: 961
Q96GM8	P04637	TOE1	TP53	NA	STRING score: 938
Q96S44	Q9NPF4	TP53RK	OSGEP	NA	STRING score: 996
Q96S44	P04637	TP53RK	TP53	NA	STRING score: 991
Q96S44	Q9Y3C4	TP53RK	TPRKB	NA	STRING score: 997
Q96S44	O76003	TP53RK	GLRX3	NA	STRING score: 956
Q96S44	Q9BY32	TP53RK	ITPA	NA	STRING score: 795
Q9H4B4	P04637	PLK3	TP53	NA	STRING score: 999
P67809	P04637	YBX1	TP53	NA	STRING score: 995
P20800	P04637	EDN2	TP53	NA	STRING score: 899
Q14249	P04637	ENDOG	TP53	NA	STRING score: 724
P00749	P04637	PLAU	TP53	NA	STRING score: 825
Q9Y5S8	P04637	NOX1	TP53	NA	STRING score: 832
Q7Z7C8	P04637	TAF8	TP53	NA	STRING score: 916
P30281	P04637	CCND3	TP53	NA	STRING score: 810
P50750	P04637	CDK9	TP53	NA	STRING score: 977
Q04760	P00390	GLO1	GSR	NA	STRING score: 780
O76064	Q12888	RNF8	TP53BP1	NA	STRING score: 984
Q13547	P04637	HDAC1	TP53	NA	STRING score: 999
Q9HC98	P04637	NEK6	TP53	NA	STRING score: 824
Q5IJ48	Q12888	CRB2	TP53BP1	NA	STRING score: 864
P15927	P04637	RPA2	TP53	NA	STRING score: 907
P15927	Q12888	RPA2	TP53BP1	NA	STRING score: 876
P17661	P04637	DES	TP53	NA	STRING score: 797
O94907	P04637	DKK1	TP53	NA	STRING score: 983
Q13976	P04637	PRKG1	TP53	NA	STRING score: 800
Q16611	P04637	BAK1	TP53	NA	STRING score: 998
P10599	P00390	TXN	GSR	NA	STRING score: 898
P10599	P04637	TXN	TP53	NA	STRING score: 925
P62913	P04637	RPL11	TP53	NA	STRING score: 994
Q02535	P04637	ID3	TP53	NA	STRING score: 831
O95163	P04637	IKBKAP	TP53	NA	STRING score: 901
P10275	P04637	AR	TP53	NA	STRING score: 985
Q9HAV5	P04637	EDA2R	TP53	NA	STRING score: 873
Q8IXH6	P60520	TP53INP2	GABARAPL2	NA	STRING score: 838
Q8IXH6	Q9H490	TP53INP2	PIGU	NA	STRING score: 762
Q8IXH6	P41143	TP53INP2	OPRD1	NA	STRING score: 786
Q8IXH6	P41145	TP53INP2	OPRK1	NA	STRING score: 786
Q8IXH6	Q13519	TP53INP2	PNOC	NA	STRING score: 710
Q8IXH6	P21217	TP53INP2	FUT3	NA	STRING score: 744
Q8IXH6	P25098	TP53INP2	ADRBK1	NA	STRING score: 937
Q8IXH6	P56817	TP53INP2	BACE1	NA	STRING score: 819
Q8IXH6	Q16665	TP53INP2	HIF1A	NA	STRING score: 818
Q8IXH6	O43292	TP53INP2	GPAA1	NA	STRING score: 720
Q8IXH6	Q6T4R5	TP53INP2	NHS	NA	STRING score: 700
Q8IXH6	P35372	TP53INP2	OPRM1	NA	STRING score: 786
P23025	P04637	XPA	TP53	NA	STRING score: 770
P16104	P04637	H2AFX	TP53	NA	STRING score: 988
P16104	Q12888	H2AFX	TP53BP1	NA	STRING score: 999
O60729	P04637	CDC14B	TP53	NA	STRING score: 892
Q5JVS0	P04637	HABP4	TP53	NA	STRING score: 917
Q14186	P04637	TFDP1	TP53	NA	STRING score: 974
Q9UM07	P04637	PADI4	TP53	NA	STRING score: 973
Q13105	P04637	ZBTB17	TP53	NA	STRING score: 900
Q9UK53	P04637	ING1	TP53	NA	STRING score: 998
P33552	P04637	CKS2	TP53	NA	STRING score: 823
Q9BZS1	P04637	FOXP3	TP53	NA	STRING score: 832
O00273	P04637	DFFA	TP53	NA	STRING score: 718
Q96RL1	Q12888	UIMC1	TP53BP1	NA	STRING score: 730
O95479	P00390	H6PD	GSR	NA	STRING score: 786
Q13887	P04637	KLF5	TP53	NA	STRING score: 831
P01106	P04637	MYC	TP53	NA	STRING score: 997
P01106	Q96A56	MYC	TP53INP1	NA	STRING score: 817
Q9GZU0	P04637	C6orf62	TP53	NA	STRING score: 747
Q6P1X5	P04637	TAF2	TP53	NA	STRING score: 899
Q96SD1	Q12888	DCLRE1C	TP53BP1	NA	STRING score: 923
O15350	P04637	TP73	TP53	NA	STRING score: 970
O15350	Q13625	TP73	TP53BP2	NA	STRING score: 834
O15350	Q12888	TP73	TP53BP1	NA	STRING score: 802
Q15572	P04637	TAF1C	TP53	NA	STRING score: 710
P12004	P04637	PCNA	TP53	NA	STRING score: 996
Q9H4X1	P04637	C13orf15	TP53	NA	STRING score: 983
Q86TM3	P04637	DDX53	TP53	NA	STRING score: 800
Q16254	P04637	E2F4	TP53	NA	STRING score: 817
Q12778	P04637	FOXO1	TP53	NA	STRING score: 792
Q00765	P04637	REEP5	TP53	NA	STRING score: 772
P04798	P00390	CYP1A1	GSR	NA	STRING score: 780
P04798	P04637	CYP1A1	TP53	NA	STRING score: 758
Q6T4R5	Q8IXH6	NHS	TP53INP2	NA	STRING score: 700
Q9BY32	Q96S44	ITPA	TP53RK	NA	STRING score: 795
P51587	P04637	BRCA2	TP53	NA	STRING score: 996
P29377	P04637	S100G	TP53	NA	STRING score: 800
P01563	P04637	IFNA2	TP53	NA	STRING score: 702
O60238	P04637	BNIP3L	TP53	NA	STRING score: 925
O75943	Q12888	RAD17	TP53BP1	NA	STRING score: 742
Q9Y3D8	P04637	TAF9	TP53	NA	STRING score: 841
Q99626	P04637	CDX2	TP53	NA	STRING score: 777
P49336	P04637	CDK8	TP53	NA	STRING score: 808
Q6P531	P00390	GGT6	GSR	NA	STRING score: 899
P16471	Q14406	PRLR	GH1	NA	STRING score: 891
P16471	P01241	PRLR	GH1	NA	STRING score: 990
Q12888	Q96RU2	TP53BP1	USP28	NA	STRING score: 955
Q12888	Q9GZX7	TP53BP1	AICDA	NA	STRING score: 825
Q12888	P63167	TP53BP1	DYNLL1	NA	STRING score: 943
Q12888	O75925	TP53BP1	PIAS1	NA	STRING score: 776
Q12888	Q13263	TP53BP1	TRIM28	NA	STRING score: 704
Q12888	P27694	TP53BP1	RPA1	NA	STRING score: 838
Q12888	Q15554	TP53BP1	TERF2	NA	STRING score: 734
Q12888	Q9UBB5	TP53BP1	MBD2	NA	STRING score: 726
Q12888	Q8N2W9	TP53BP1	PIAS4	NA	STRING score: 923
Q12888	P56524	TP53BP1	HDAC4	NA	STRING score: 782
Q12888	Q9H3D4	TP53BP1	TP63	NA	STRING score: 782
Q12888	Q9NS91	TP53BP1	RAD18	NA	STRING score: 717
Q12888	Q92878	TP53BP1	RAD50	NA	STRING score: 816
Q12888	Q06609	TP53BP1	RAD51	NA	STRING score: 778
Q12888	P04637	TP53BP1	TP53	NA	STRING score: 999
Q12888	Q13315	TP53BP1	ATM	NA	STRING score: 997
Q12888	O14757	TP53BP1	CHEK1	NA	STRING score: 984
Q12888	Q9BXW9	TP53BP1	FANCD2	NA	STRING score: 702
Q12888	Q8TDB6	TP53BP1	DTX3L	NA	STRING score: 728
Q12888	P53350	TP53BP1	PLK1	NA	STRING score: 943
Q12888	Q6AZY7	TP53BP1	SCARA3	NA	STRING score: 794
Q12888	P30304	TP53BP1	CDC25A	NA	STRING score: 894
Q12888	P78527	TP53BP1	PRKDC	NA	STRING score: 820
Q12888	Q96EP0	TP53BP1	RNF31	NA	STRING score: 728
Q12888	P61088	TP53BP1	UBE2N	NA	STRING score: 896
Q12888	Q8IYW5	TP53BP1	RNF168	NA	STRING score: 984
Q12888	P30307	TP53BP1	CDC25C	NA	STRING score: 704
Q12888	Q14683	TP53BP1	SMC1A	NA	STRING score: 780
Q12888	P49959	TP53BP1	MRE11A	NA	STRING score: 956
Q12888	P55854	TP53BP1	SUMO3	NA	STRING score: 762
Q12888	Q16777	TP53BP1	HIST2H2AC	NA	STRING score: 791
Q12888	Q9NQR1	TP53BP1	SETD8	NA	STRING score: 829
